title,mileage,primary_price,dealer_name,sds_rating_count,sds_rating_link_sds_button_link,link
2020 Mercedes-Benz S-Class S 560 4MATIC,"23,756 mi.","$74,900",Rallye Motors,4.8,"4,186 reviews",https://www.cars.com/vehicledetail/b4c849e5-916b-4bc0-abb7-a51c1ebdde91/
2023 Mercedes-Benz GLE 450 AWD 4MATIC,"1,802 mi.","$77,444",Autohaus on Edens,4.7,"2,364 reviews",https://www.cars.com/vehicledetail/4ec98a44-9016-4799-895d-a16136857b57/
2019 Mercedes-Benz E-Class E 300,"40,718 mi.","$37,750",Mercedes-Benz of Newton,4.8,250 reviews,https://www.cars.com/vehicledetail/8b21082b-327b-4e80-813a-c6c8f6abd6aa/
2019 Mercedes-Benz AMG GLS 63 Base 4MATIC,"57,749 mi.","$65,335",Mercedes-Benz of South Bay,4.5,"1,773 reviews",https://www.cars.com/vehicledetail/995dc251-f1f6-442d-b5a3-b3e8a1b965d3/
2020 Mercedes-Benz C-Class C 300 4MATIC,"18,483 mi.","$35,992",Mercedes-Benz of Orange County NY,4.6,176 reviews,https://www.cars.com/vehicledetail/39f97ac0-b63d-4a54-8bf3-ae548ff38533/
2021 Mercedes-Benz AMG GLE 63 S-Model 4MATIC,"16,013 mi.","$101,696",Mercedes-Benz of Fairfield,4.8,329 reviews,https://www.cars.com/vehicledetail/1b18afc3-8f5b-4af5-b850-2d86061f52b5/
2017 Mercedes-Benz GLS 450 Base 4MATIC,"66,860 mi.","$34,000",Mercedes-Benz Of Rochester,4.8,176 reviews,https://www.cars.com/vehicledetail/08816fbc-4798-4e9c-82e6-9284c8837194/
2023 Mercedes-Benz GLE 350 Base 4MATIC,"6,107 mi.","$74,777",Aristocrat Motors,4.7,"1,367 reviews",https://www.cars.com/vehicledetail/92ce5483-911c-4b62-b3a3-0a93fed93611/
2017 Mercedes-Benz AMG GLE 43 Base 4MATIC,"39,257 mi.","$39,929",Mercedes-Benz of Fort Lauderdale,4.5,"1,159 reviews",https://www.cars.com/vehicledetail/9b5d8a2c-70d9-4d86-8594-63494eb8a22a/
2020 Mercedes-Benz S-Class S 560 4MATIC,"27,004 mi.","$69,750",Mercedes-Benz of Omaha,4.3,415 reviews,https://www.cars.com/vehicledetail/c490613a-6c47-408b-960a-101dc9d7ac68/
2020 Mercedes-Benz GLS 580 Base 4MATIC,"40,995 mi.","$76,689",Mercedes-Benz of Clearwater,4.7,454 reviews,https://www.cars.com/vehicledetail/620f8d13-d350-478c-8d0a-0e026177f45d/
2022 Mercedes-Benz GLS 450 Base,"2,069 mi.","$94,890",Mercedes-Benz Of Bloomfield Hills,3.8,108 reviews,https://www.cars.com/vehicledetail/bfc5ad30-ea22-40c0-8fc8-a560ab3dc0b3/
2023 Mercedes-Benz E-Class E 350 4MATIC,"1,901 mi.","$70,990",Mercedes-Benz Of Rochester,4.8,176 reviews,https://www.cars.com/vehicledetail/d3466156-d591-43b5-9b35-f746191dc58b/
2020 Mercedes-Benz C-Class C 300 4MATIC,"28,233 mi.","$34,774",Mercedes-Benz of Tysons Corner,4.7,901 reviews,https://www.cars.com/vehicledetail/387ce005-fc37-4a93-9137-665fefd710f7/
2017 Mercedes-Benz AMG C 63 Base,"28,100 mi.","$53,988",Mercedes-Benz of Mt. Pleasant,4.7,64 reviews,https://www.cars.com/vehicledetail/3d611c34-9ae3-49f7-b9d1-049630d0c55b/
2021 Mercedes-Benz AMG GLA 35 Base,"9,836 mi.","$45,990",Mercedes-Benz of Lancaster,4.8,169 reviews,https://www.cars.com/vehicledetail/11a1f2ea-76ef-4333-99d5-121ebe7574e3/
2022 Mercedes-Benz AMG GLA 45 Base,"1,531 mi.","$55,695",Mercedes-Benz of White Plains,4.3,"1,645 reviews",https://www.cars.com/vehicledetail/71023c00-7eb8-4806-8b00-6d4353bd23c9/
2020 Mercedes-Benz CLS 450 Base,"34,331 mi.","$51,387",Mercedes-Benz of Clearwater,4.7,454 reviews,https://www.cars.com/vehicledetail/de46fea3-7801-4efd-898d-bd11b7c9c378/
2022 Mercedes-Benz AMG GLA 35 Base,"5,551 mi.","$48,996",Autobahn Motors,4.8,992 reviews,https://www.cars.com/vehicledetail/bd091808-0fa0-4589-a961-193225c282d6/
2020 Mercedes-Benz GLS 450 Base 4MATIC,"35,744 mi.","$61,664",Mercedes-Benz of Fairfield,4.8,329 reviews,https://www.cars.com/vehicledetail/399c58c2-c43f-4308-af48-67e1c5d9b93c/
2021 Mercedes-Benz AMG GLA 35 Base,"43,256 mi.","$42,744",Mercedes-Benz of Foothill Ranch,4.7,642 reviews,https://www.cars.com/vehicledetail/57d7d027-5e8b-46db-ac9d-e0ada5940f9a/
2023 Mercedes-Benz S-Class S 500 4MATIC,"1,393 mi.","$119,000",Mercedes-Benz of Knoxville,4.8,336 reviews,https://www.cars.com/vehicledetail/e5b6dfd4-c10b-46a8-b4b7-b61087dd8c2a/
2022 Mercedes-Benz GLS 450 4MATIC,"9,510 mi.","$95,999",Mercedes-Benz of Hoffman Estates,4.6,"1,178 reviews",https://www.cars.com/vehicledetail/7a9ee87a-f36c-4244-bb61-31395169412b/
2019 Mercedes-Benz GLA 250 Base,"34,025 mi.","$30,999",Mercedes-Benz of Austin,4.8,"1,327 reviews",https://www.cars.com/vehicledetail/a7f36fb5-b53c-4649-9a24-85d93ea353c9/
2019 Mercedes-Benz CLA 250 Base 4MATIC,"29,665 mi.","$27,997",Mercedes-Benz of Clearwater,4.7,454 reviews,https://www.cars.com/vehicledetail/96c1e4df-6bb9-4aa7-8b47-c9eef0ee626a/
2019 Mercedes-Benz GLC 300 Base 4MATIC,"44,763 mi.","$29,999",Mercedes-Benz of Columbia,5.0,944 reviews,https://www.cars.com/vehicledetail/10f9fbdb-e8c2-4d2d-874e-0181c0fd831b/
2020 Mercedes-Benz GLE 350 Base 4MATIC,"27,245 mi.","$52,881",Euro Motorcars Bethesda,4.6,597 reviews,https://www.cars.com/vehicledetail/f863ff16-a069-4b54-94a5-cdb74e4836fb/
2020 Mercedes-Benz GLS 450 Base,"19,207 mi.","$72,890",Mercedes-Benz Of Bloomfield Hills,3.8,108 reviews,https://www.cars.com/vehicledetail/963c810b-4db5-4b54-af8e-80a95d9ba1c3/
2019 Mercedes-Benz S-Class S 450 4MATIC,"23,576 mi.","$67,995",Mercedes-Benz of Arlington,4.8,"2,366 reviews",https://www.cars.com/vehicledetail/c3459fdd-5001-4529-98a1-d221b282ba31/
2019 Mercedes-Benz GLC 300 Base 4MATIC,"47,351 mi.","$30,499",Fuccillo Hyundai of Watertown,sds-rating--not-rated,0 reviews,https://www.cars.com/vehicledetail/6a3f9665-e43a-4dd1-b792-e018ef264186/
2020 Mercedes-Benz AMG C 43 Base 4MATIC,"42,095 mi.","$49,993",Mercedes-Benz of West Houston,4.7,73 reviews,https://www.cars.com/vehicledetail/653b16fe-fece-4439-b15c-3fbaa3a28a20/
2020 Mercedes-Benz A-Class A 220 4MATIC,"59,464 mi.","$29,331",Mercedes-Benz of Easton,4.6,682 reviews,https://www.cars.com/vehicledetail/ff954a1c-a859-44f9-ac33-5ab705f47f6c/
2021 Mercedes-Benz AMG GLA 35 Base,"15,656 mi.","$45,640",Mercedes-Benz of Laguna Niguel,4.7,"1,790 reviews",https://www.cars.com/vehicledetail/8c6305ae-dacf-43e2-b6e8-4a952feebdc1/
2022 Mercedes-Benz A-Class A 220,"9,702 mi.","$37,684",Mercedes-Benz of Ontario,4.8,"2,011 reviews",https://www.cars.com/vehicledetail/fae68c0c-4a0e-42c6-9875-423c50b04e58/
2018 Mercedes-Benz S-Class S 560 4MATIC,"47,419 mi.","$69,995",Mercedes-Benz of San Antonio,4.9,"1,951 reviews",https://www.cars.com/vehicledetail/6d2d551a-a6d9-4e09-b4dd-f938065e0693/
2019 Mercedes-Benz S-Class S 560e,"35,677 mi.","$66,518",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/ab69e621-e7da-4583-bf7a-f9d973d6dd2e/
2021 Mercedes-Benz GLS 580 GLS 580,"21,912 mi.","$95,350",Mercedes-Benz of Lynnwood,4.4,130 reviews,https://www.cars.com/vehicledetail/a461b6ac-6928-4acd-a993-d84455c2d0b7/
2022 Mercedes-Benz GLS 450 4MATIC,"15,391 mi.","$79,990",Mercedes-Benz of Bellevue,4.6,"1,001 reviews",https://www.cars.com/vehicledetail/f0d1e013-9a77-4bb9-ab1c-ca9b2856b273/
2019 Mercedes-Benz AMG GLE 43 4MATIC Coupe,"54,879 mi.","$52,988",Mercedes-Benz of New London,sds-rating--not-rated,233 reviews,https://www.cars.com/vehicledetail/0f98bcd5-d58d-404d-973c-743a3bf5d8e9/
2020 Mercedes-Benz GLE 350 Base 4MATIC,"36,881 mi.","$49,290",Mercedes-Benz of Owings Mills,4.9,"2,263 reviews",https://www.cars.com/vehicledetail/044d53e5-910e-4625-9c94-cf004be9263b/
2019 Mercedes-Benz GLC 300 Base 4MATIC,"26,760 mi.","$36,884",Mercedes-Benz of Tysons Corner,4.7,901 reviews,https://www.cars.com/vehicledetail/7b8e8078-1fe9-47d0-97ab-9ecf93aacd19/
2020 Mercedes-Benz GLS 450 Base 4MATIC,"64,008 mi.","$56,575",Mercedes-Benz of Foothill Ranch,4.7,642 reviews,https://www.cars.com/vehicledetail/643ee526-1a5c-473b-9943-ffaccb1022f3/
2020 Mercedes-Benz GLS 450 Base 4MATIC,"52,964 mi.","$64,555",Mercedes-Benz of Boerne,4.6,448 reviews,https://www.cars.com/vehicledetail/39daea84-0b77-4024-98ff-708565e9af5c/
2019 Mercedes-Benz GLS 450 Base 4MATIC,"53,790 mi.","$42,480",Mercedes-Benz of Bellevue,4.6,"1,001 reviews",https://www.cars.com/vehicledetail/e1413a91-f683-4910-be88-fe4b93778bee/
2023 Mercedes-Benz GLB 250 Base,"4,049 mi.","$46,476",Mercedes-Benz of Marietta,4.6,572 reviews,https://www.cars.com/vehicledetail/3a89957f-df81-480a-b730-d0bb3840bd5d/
2019 Mercedes-Benz E-Class E 300,"16,423 mi.","$37,988",Mercedes-Benz of San Jose,4.6,859 reviews,https://www.cars.com/vehicledetail/c2aa5490-0c28-4770-9944-fa4cf65faf4b/
2021 Mercedes-Benz GLS 580 Base 4MATIC,"12,632 mi.","$96,320",Bergstrom Luxury on Victory Lane,4.1,291 reviews,https://www.cars.com/vehicledetail/dd4fc27d-6c71-4807-b1b7-b973009ae51f/
2021 Mercedes-Benz GLE 450 AWD 4MATIC,"44,668 mi.","$62,790",Mercedes-Benz of Owings Mills,4.9,"2,263 reviews",https://www.cars.com/vehicledetail/e88a3b8a-6d76-4e99-8f40-a897fba4be2a/
2021 Mercedes-Benz Maybach GLS 600 4MATIC,"12,695 mi.","$169,987",Mercedes-Benz of San Francisco / Smart Center San Francisco,sds-rating--not-rated,62 reviews,https://www.cars.com/vehicledetail/a30313c1-7b3c-4120-bac9-f78d3170654e/
2023 Mercedes-Benz E-Class E 350,"5,876 mi.","$61,900",Mercedes-Benz of Knoxville,4.8,336 reviews,https://www.cars.com/vehicledetail/9290eb08-ae28-4516-9407-28f3a23b9f7b/
2020 Mercedes-Benz E-Class E 350 4MATIC,"18,829 mi.","$46,900","Viti, Inc.",4.9,739 reviews,https://www.cars.com/vehicledetail/327f8155-54ba-4cf4-a323-02d5e7e83847/
2022 Mercedes-Benz AMG G 63 4MATIC,"6,122 mi.","$226,969",Mercedes-Benz of Clearwater,4.7,454 reviews,https://www.cars.com/vehicledetail/665d8515-e543-4aa5-be53-ec957707d0d2/
2022 Mercedes-Benz GLE 350 Base 4MATIC,"16,106 mi.","$69,000",Mercedes-Benz of Hilton Head,4.6,308 reviews,https://www.cars.com/vehicledetail/411ff8ef-1c94-4a7d-ba20-64eb86bb2787/
2019 Mercedes-Benz GLA 250 Base 4MATIC,"26,924 mi.","$30,500",International Autos,3.0,89 reviews,https://www.cars.com/vehicledetail/2762132a-e157-431e-8366-ea81e3e5595a/
2021 Mercedes-Benz AMG GLE 63 S-Model 4MATIC,"17,491 mi.","$117,903",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/993f2b2d-c1d8-4602-ae77-37be1f57b3b1/
2022 Mercedes-Benz GLC 300 Base 4MATIC,"11,041 mi.","$46,997",Mercedes-Benz of South Mississippi,4.7,"2,558 reviews",https://www.cars.com/vehicledetail/62f75e0d-679f-4b4d-99aa-23ebd75ba035/
2022 Mercedes-Benz GLB 250 Base 4MATIC,"1,651 mi.","$41,679",Autohaus on Edens,4.7,"2,364 reviews",https://www.cars.com/vehicledetail/460cb88e-dcc7-491d-add7-b678bd07bcbf/
2020 Mercedes-Benz AMG CLA 45 Base 4MATIC,"38,393 mi.","$50,790",Mercedes-Benz of Owings Mills,4.9,"2,263 reviews",https://www.cars.com/vehicledetail/c8294641-5159-46af-9567-a0d333082c94/
2022 Mercedes-Benz EQS 580 Base 4MATIC,"15,656 mi.","$90,989",Mercedes-Benz of Sugar Land,3.7,563 reviews,https://www.cars.com/vehicledetail/942acdd5-2dd5-4fbd-b6a2-0807fb2336e7/
2020 Mercedes-Benz A-Class A 220 4MATIC,"16,290 mi.","$30,295",Mercedes-Benz of White Plains,4.3,"1,645 reviews",https://www.cars.com/vehicledetail/0ee3f082-ce55-447b-8d59-c85341b7373d/
2020 Mercedes-Benz GLE 450 AWD 4MATIC,"35,922 mi.","$49,865",Mercedes-Benz of Delray,4.5,"1,689 reviews",https://www.cars.com/vehicledetail/c7fb5d6a-7e11-460c-be77-98f5a4c70b7e/
2019 Mercedes-Benz AMG G 63 Base,"15,665 mi.","$174,999",Mercedes-Benz of Clearwater,4.7,454 reviews,https://www.cars.com/vehicledetail/6e94a0d4-d12d-49c2-a421-6dd76a658602/
2019 Mercedes-Benz A-Class A 220 4MATIC,"20,057 mi.","$30,551",Bergstrom Luxury on Victory Lane,4.1,291 reviews,https://www.cars.com/vehicledetail/fb6735bf-c85d-40c2-af2a-43780e04a0ba/
2019 Mercedes-Benz S-Class S 560 4MATIC,"9,987 mi.","$89,995",Mercedes-Benz of North Palm Beach,3.1,50 reviews,https://www.cars.com/vehicledetail/72cef060-b9ee-42c9-af96-159318a962c9/
2020 Mercedes-Benz AMG GLC 63 Base 4MATIC,"31,549 mi.","$64,648",Mercedes-Benz of Burlington,3.4,270 reviews,https://www.cars.com/vehicledetail/08d7fe75-7a83-42f3-be95-9d305eecc140/
2020 Mercedes-Benz E-Class E 350 4MATIC,"22,091 mi.","$43,896",Mercedes-Benz of Edison,5.0,"3,831 reviews",https://www.cars.com/vehicledetail/31bd58b0-d518-4d29-942f-db0355bb49e1/
2019 Mercedes-Benz AMG GLC 63 S 4MATIC,"17,346 mi.","$73,898",Mercedes-Benz of Burlington,3.4,270 reviews,https://www.cars.com/vehicledetail/9b7c96f3-b78a-4b39-8771-3ff5f8e40906/
2020 Mercedes-Benz AMG GT 53 Base,"29,781 mi.","$81,923",Benzel-Busch Motor Car,4.5,"5,171 reviews",https://www.cars.com/vehicledetail/4e4eb4fe-ff6b-42d3-af30-5cd22e1f1803/
2022 Mercedes-Benz GLE 350 Base,"9,603 mi.","$59,610",Mercedes-Benz of Gainesville,4.8,876 reviews,https://www.cars.com/vehicledetail/1bd71f89-2266-4238-a741-727ec85c776a/
2017 Mercedes-Benz AMG S 65 Base,"21,092 mi.","$129,900",Isringhausen Imports,4.9,953 reviews,https://www.cars.com/vehicledetail/e84a26d1-6427-4f2c-9f4f-e58438122167/
2019 Mercedes-Benz GLS 450 Base 4MATIC,"89,638 mi.","$38,200",AutoMax Hyundai Del City,4.0,"1,310 reviews",https://www.cars.com/vehicledetail/e426d2b0-fee5-48dd-bfd9-79ef1fc7ea81/
2022 Mercedes-Benz S-Class S 500 4MATIC,"16,113 mi.","$96,950",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/920bb5b5-7ed9-4727-bece-c9480417c6c2/
2022 Mercedes-Benz AMG GT 53 Base,"4,147 mi.","$114,999",Mercedes-Benz of Hoffman Estates,4.6,"1,178 reviews",https://www.cars.com/vehicledetail/7a20362d-0a06-4c7c-80de-b817a197b8cf/
2022 Mercedes-Benz AMG GLC 43 Base 4MATIC,"17,591 mi.","$57,601",Mercedez-Benz of Tuscaloosa,sds-rating--not-rated,14 reviews,https://www.cars.com/vehicledetail/49f03434-31a1-4273-990f-24b82b393abf/
2023 Mercedes-Benz AMG GLE 53 Base,"2,079 mi.","$95,000",Mercedes-Benz of Fayetteville,4.8,"1,240 reviews",https://www.cars.com/vehicledetail/0d1de247-60ed-486b-88f4-d94c0272f33f/
2019 Mercedes-Benz AMG C 43 Base 4MATIC,"13,966 mi.","$47,900",Mercedes-Benz of Carlsbad,sds-rating--not-rated,418 reviews,https://www.cars.com/vehicledetail/03a3f81e-943a-4463-883a-aea3ab970462/
2020 Mercedes-Benz Maybach S 650 Base,"11,158 mi.","$137,895",Mercedes-Benz of Miami,4.4,"1,336 reviews",https://www.cars.com/vehicledetail/b54e0e29-0340-4382-8805-ce06856b5015/
2020 Mercedes-Benz AMG C 43 Base 4MATIC,"23,338 mi.","$51,990",Mercedes-Benz of Owings Mills,4.9,"2,263 reviews",https://www.cars.com/vehicledetail/7568fde2-3196-4283-806e-3365fbd916a1/
2023 Mercedes-Benz AMG GT 53 Base,182 mi.,"$134,999",Mercedes-Benz of Hoffman Estates,4.6,"1,178 reviews",https://www.cars.com/vehicledetail/c26a3c50-f802-40f4-bdec-e4cd5b9fb3cd/
2021 Mercedes-Benz AMG GLS 63 Base 4MATIC,"32,860 mi.","$116,959",i.g. Burton Imports,sds-rating--not-rated,27 reviews,https://www.cars.com/vehicledetail/38dd662d-7518-42ae-9876-9606b227a62c/
2020 Mercedes-Benz AMG C 43 Base 4MATIC,"6,307 mi.","$49,491",Mercedes-Benz Of Bedford,4.7,483 reviews,https://www.cars.com/vehicledetail/b3efebe3-0341-4224-ac94-32639f6bc623/
2022 Mercedes-Benz GLB 250 Base 4MATIC,"8,164 mi.","$40,988",Mercedes-Benz of Stevens Creek,4.6,"2,149 reviews",https://www.cars.com/vehicledetail/96ef0983-5d1c-420d-8695-dcac77284813/
2023 Mercedes-Benz EQB 250 Base,"4,981 mi.","$53,894",Fletcher Jones Motorcars - Newport Beach,4.9,"5,337 reviews",https://www.cars.com/vehicledetail/42300cce-c4d0-4f72-a9ff-8203384fde6a/
2020 Mercedes-Benz G-Class G 550 4MATIC,"18,837 mi.","$156,922",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/e240f436-f971-44f2-9535-1f1b8905bdf7/
2019 Mercedes-Benz GLS 450 Base 4MATIC,"53,701 mi.","$44,387",Mercedes-Benz of Farmington,3.9,272 reviews,https://www.cars.com/vehicledetail/87b49e0d-c8b3-4856-b178-550b28d3b3cb/
2021 Mercedes-Benz GLE 580 AWD 4MATIC,"17,593 mi.","$78,871",Mercedes-Benz of Houston Greenway,4.8,"2,580 reviews",https://www.cars.com/vehicledetail/9e50c5e9-1248-4ffe-ae3a-5480af81affd/
2021 Mercedes-Benz AMG CLA 35 Base 4MATIC,"38,573 mi.","$45,017",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/d6e373da-08c8-4bd3-8f68-a0f1ff85dbe5/
2022 Mercedes-Benz GLC 300 Base 4MATIC,"4,453 mi.","$45,936",Mercedes-Benz of Northwest Arkansas,sds-rating--not-rated,45 reviews,https://www.cars.com/vehicledetail/64816dc2-46ca-4e4f-adb6-7326ea572aec/
2019 Mercedes-Benz S-Class S 560,"33,672 mi.","$68,995",Mercedes-Benz of Arlington,4.8,"2,366 reviews",https://www.cars.com/vehicledetail/f565d5c6-358f-4923-9888-e91ea06322db/
2021 Mercedes-Benz S-Class S 580 4MATIC,"15,260 mi.","$97,683",Mercedes-Benz of Gainesville,4.8,876 reviews,https://www.cars.com/vehicledetail/37dce018-dc6a-4d59-a2fb-3022cfc78036/
2022 Mercedes-Benz GLB 250 Base 4MATIC,"2,408 mi.","$42,086",Autohaus on Edens,4.7,"2,364 reviews",https://www.cars.com/vehicledetail/fdf8eee8-df6c-4802-8eeb-0b6ddb12456d/
2019 Mercedes-Benz CLS 450 Base,"47,606 mi.","$46,991",Mercedes-Benz of Temecula,4.1,"1,397 reviews",https://www.cars.com/vehicledetail/bdc58f59-4371-4b9f-abb0-d9a796c16ab3/
2021 Mercedes-Benz AMG GLE 63 S-Model 4MATIC,"14,652 mi.","$105,557",Mercedes-Benz of Boerne,4.6,448 reviews,https://www.cars.com/vehicledetail/a8df9271-260c-4863-b5d3-c2edcb0b30ac/
2019 Mercedes-Benz AMG E 53 Base 4MATIC,"17,384 mi.","$57,880",Star Motor Cars,3.8,62 reviews,https://www.cars.com/vehicledetail/9296181d-2e83-4aaa-8a47-301f92c66df3/
2022 Mercedes-Benz S-Class S 580 4MATIC,"5,012 mi.","$110,998",Baker Motor Company of Charleston,2.4,208 reviews,https://www.cars.com/vehicledetail/2c1f8c96-7de7-4cfc-b1ad-034007f40dd9/
2022 Mercedes-Benz S-Class S 500 4MATIC,"18,086 mi.","$97,988",Mercedes-Benz of Mt. Pleasant,4.7,64 reviews,https://www.cars.com/vehicledetail/a0c9fc95-58c8-493e-8f5e-45abe682c773/
2023 Mercedes-Benz EQS 450+ Base,"2,891 mi.","$88,650",House of Imports,4.7,"1,697 reviews",https://www.cars.com/vehicledetail/95abb195-9116-4e19-86fd-9d444d8e774f/
2022 Mercedes-Benz E-Class E 350,"1,645 mi.","$59,995",Mercedes-Benz of Pompano,4.5,780 reviews,https://www.cars.com/vehicledetail/499ad21d-1ca0-471d-a20b-073ed805e1c8/
2022 Mercedes-Benz GLS 450 4MATIC,"6,885 mi.","$93,999",Mercedes-Benz of Hoffman Estates,4.6,"1,178 reviews",https://www.cars.com/vehicledetail/1c5d7dc5-d1b9-4b4e-bc19-51cb59f605f4/
2022 Mercedes-Benz G-Class G 550 4MATIC,"1,295 mi.","$179,999",Mercedes-Benz of Hoffman Estates,4.6,"1,178 reviews",https://www.cars.com/vehicledetail/bf6b48bd-4d3a-412a-9723-ee4606da5c7b/
2019 Mercedes-Benz E-Class E 300,"15,366 mi.","$39,994",Mercedes-Benz of Portland,4.4,"1,843 reviews",https://www.cars.com/vehicledetail/f98fcae0-e9d2-4029-8f08-17a9f6afa5a9/
2021 Mercedes-Benz Maybach S 580 4MATIC,"4,058 mi.","$183,892",Fletcher Jones Motorcars - Newport Beach,4.9,"5,337 reviews",https://www.cars.com/vehicledetail/b646e38a-e9a9-4358-b91e-05d1bb63bd4a/
2019 Mercedes-Benz GLS 450 Base 4MATIC,"35,651 mi.","$47,999",Mercedes-Benz of South Bay,4.5,"1,773 reviews",https://www.cars.com/vehicledetail/22d84e6b-cb4b-4a44-93c5-09fcf37ca77e/
2022 Mercedes-Benz S-Class S 500 4MATIC,"15,098 mi.","$98,884",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/c277f8eb-308d-4fe4-beef-8927cfcd41fe/
2019 Mercedes-Benz S-Class S 450,"16,379 mi.","$57,994",Mercedes-Benz of Clearwater,4.7,454 reviews,https://www.cars.com/vehicledetail/0c0406bf-6835-4ce1-86ac-e5ef0e43a392/
2019 Mercedes-Benz AMG SLC 43 Base,"20,076 mi.","$50,881",Euro Motorcars Bethesda,4.6,597 reviews,https://www.cars.com/vehicledetail/37dc4bd6-6ff3-436d-a304-49124c128361/
2021 Mercedes-Benz C-Class C 300,"20,049 mi.","$55,000",Mercedes-Benz of Hilton Head,4.6,308 reviews,https://www.cars.com/vehicledetail/4efe4c8f-602a-4941-a144-d151e1719f90/
2023 Mercedes-Benz Maybach GLS 600 4MATIC,198 mi.,"$209,988",Mercedes-Benz of Stevens Creek,4.6,"2,149 reviews",https://www.cars.com/vehicledetail/060a115f-adde-4d52-a3dd-f735b876cd7e/
2022 Mercedes-Benz E-Class E 450 4MATIC,"5,912 mi.","$56,480",Mercedes-Benz of Ontario,4.8,"2,011 reviews",https://www.cars.com/vehicledetail/3c1b3597-a57c-49f9-9223-bd7d5532e9a2/
2019 Mercedes-Benz GLS 450 Base 4MATIC,"52,175 mi.","$43,986",Mercedes-Benz of Nashville,4.5,912 reviews,https://www.cars.com/vehicledetail/d8f40338-7ca7-4630-80de-bebb06ef322f/
2020 Mercedes-Benz AMG C 43 Base 4MATIC,"19,946 mi.","$50,600",Mercedes-Benz of Marin,sds-rating--not-rated,0 reviews,https://www.cars.com/vehicledetail/8c201a03-dd93-4a59-b8cd-1515755fab2a/
2022 Mercedes-Benz GLB 250 Base 4MATIC,"4,006 mi.","$40,483",Mercedes-Benz of St. Charles,4.7,588 reviews,https://www.cars.com/vehicledetail/6cb91b35-03b1-489f-adf7-f88ea436d697/
2020 Mercedes-Benz GLB 250 Base 4MATIC,"24,545 mi.","$36,998",Mercedes-Benz of Nashville,4.5,912 reviews,https://www.cars.com/vehicledetail/5fa61a74-6ed5-4a7f-82bf-613fd38424f8/
2019 Mercedes-Benz S-Class S 450 4MATIC,"26,065 mi.","$59,994",Mercedes-Benz of Northwest Arkansas,sds-rating--not-rated,45 reviews,https://www.cars.com/vehicledetail/121daf83-358b-4f42-a581-b3301b4b950d/
2022 Mercedes-Benz AMG GLC 43 Base 4MATIC,"16,705 mi.","$59,906",Mercedes-Benz of Ann Arbor,sds-rating--not-rated,465 reviews,https://www.cars.com/vehicledetail/43d1a97d-546a-4461-9515-a1e2163d24ff/
2012 Mercedes-Benz E-Class E 350,"222,769 mi.","$6,995",Lithia Hyundai of Fresno,4.9,"1,728 reviews",https://www.cars.com/vehicledetail/f2d42a51-9572-4344-b0bd-d67f1fc6e03b/
2019 Mercedes-Benz AMG C 43 Base 4MATIC,"41,151 mi.","$41,288",Mercedes-Benz of Walnut Creek,4.5,"1,009 reviews",https://www.cars.com/vehicledetail/55adfb1f-8425-4971-9fc3-edfaf3de3e50/
2021 Mercedes-Benz S-Class S 580 4MATIC,"6,900 mi.","$94,987",Mercedes-Benz of North Palm Beach,3.1,50 reviews,https://www.cars.com/vehicledetail/589ce8d6-8ea7-4bf5-8c04-592774e34169/
2019 Mercedes-Benz CLS 450 Base 4MATIC,"32,038 mi.","$52,999",Mercedes-Benz of Stockton,4.2,127 reviews,https://www.cars.com/vehicledetail/a4191dba-7474-4a3a-8521-8b09aa5d1ba4/
2020 Mercedes-Benz SLC 300 Base,"6,041 mi.","$50,000",Mercedes-Benz of Fredericksburg,4.7,427 reviews,https://www.cars.com/vehicledetail/d1e5d543-7f6c-4609-ba2a-42789d191d99/
2019 Mercedes-Benz CLA 250 Base,"28,193 mi.","$25,995",Mercedes-Benz of West Houston,4.7,73 reviews,https://www.cars.com/vehicledetail/958a64e1-653b-4151-a447-1929a31d63ad/
2020 Mercedes-Benz S-Class S 560 4MATIC,"20,559 mi.","$69,500",Mercedes-Benz of North Palm Beach,3.1,50 reviews,https://www.cars.com/vehicledetail/17fa3816-f5d7-4f54-9156-4965aa496601/
2019 Mercedes-Benz AMG GT 63 4-Door,"24,107 mi.","$99,999",Mercedes-Benz of Austin,4.8,"1,327 reviews",https://www.cars.com/vehicledetail/a0a60546-d72b-42c0-9df2-4117e458c8bc/
2022 Mercedes-Benz S-Class S 580 4MATIC,"11,396 mi.","$102,525",Mercedes-Benz of Gainesville,4.8,876 reviews,https://www.cars.com/vehicledetail/cd197089-184f-4c14-b8da-fa7342089de7/
2020 Mercedes-Benz E-Class E 350,"27,412 mi.","$40,993",Mercedes-Benz of Houston North,4.5,"1,709 reviews",https://www.cars.com/vehicledetail/cd8273ea-a8cc-41f1-8968-7bc58977ce55/
